p1,p2,p3
702,2034,127
260,2034,702
2034,2406,127
2406,2034,260
508,542,1094
1514,508,1094
508,1961,542
508,2199,1961
508,808,2199
508,1514,808
1918,1992,1085
1011,1918,1085
1918,626,1992
1918,45,626
45,1918,1011
1602,1011,2419
1602,45,1011
2401,1602,2419
1602,2401,1619
744,850,1728
1728,850,187
2175,850,744
875,850,2175
850,2030,187
850,875,2030
1841,1981,552
2458,1841,552
1981,1841,1619
1619,1841,2184
1841,2458,2184
1621,1235,2831
1235,2374,2831
1235,2830,2374
397,1235,1621
2830,1235,397
1868,402,1306
402,1868,429
993,1868,1306
92,2415,155
2415,993,155
2415,1868,993
139,299,2677
2676,139,2677
139,2676,1343
139,2675,299
2675,139,1343
795,2149,2147
2147,2149,1791
2149,1389,2411
2350,2149,2411
1791,2149,2350
2149,2066,1389
2149,795,2066
2056,884,2006
2006,884,909
884,2171,909
884,2056,2445
58,484,904
1723,58,904
2366,1185,627
2366,2400,1185
2009,2366,627
2400,2366,1853
1853,2366,1400
2366,1570,1400
1570,2366,2009
1983,1760,1897
1983,1679,1760
324,1983,1897
2116,1532,324
1679,1532,743
1532,1983,324
1983,1532,1679
2291,461,1403
2291,29,2438
461,2291,1108
1108,2291,1722
2291,123,1722
123,2291,2438
1947,547,2329
547,1947,1403
305,1947,2329
1947,2291,1403
1947,305,29
2291,1947,29
547,693,2329
2329,693,473
693,2116,473
1793,1470,2803
1748,705,1792
705,1748,43
48,327,1207
327,48,1792
48,1748,1792
2238,1221,2001
1221,2238,1831
1221,1069,2001
381,1221,1831
1221,381,1069
390,193,269
269,193,2269
2210,193,1380
2269,193,1978
193,2210,1978
193,2301,1380
193,390,2301
1648,653,775
653,2181,775
653,1648,1964
1282,653,1964
2884,1490,2883
1490,2884,2328
2884,1965,2328
1965,2885,179
2885,2886,179
2884,2885,1965
685,1240,1211
1211,1240,382
1240,1965,382
1965,1240,2328
1240,685,2328
636,914,1701
1701,914,2061
1766,2334,615
2334,636,615
1045,2334,1766
253,2285,1767
1718,2285,253
1767,2285,1517
2285,652,1517
2285,1718,652
2121,1718,2061
2121,401,316
401,2121,1909
1789,2121,316
1718,2121,1789
1437,765,225
445,765,695
765,1437,1356
765,445,964
765,2424,695
2424,765,1356
1348,765,964
225,765,1348
1204,1282,614
1096,1204,614
1204,1096,9
1204,9,2370
2181,1204,2370
2444,1418,392
1282,1418,2444
1418,237,392
1418,214,237
214,2451,1167
1418,2451,214
2451,1282,1964
2451,1418,1282
1850,1633,2387
2498,1633,1850
2387,1633,2303
1633,2498,2303
2689,2266,2688
2689,1483,2266
2689,2688,1765
1836,689,913
689,1299,913
1299,689,1836
1716,1194,1865
1168,1716,1865
1716,1168,1194
2440,2410,2486
1073,2440,2486
2410,2440,1150
2440,1073,1150
1657,1330,2410
1330,1657,2424
2410,1330,2486
1330,2424,2486
2477,1602,1619
1602,2477,45
703,2477,1619
45,2477,703
2071,773,92
773,2415,92
1991,773,2071
429,773,1991
1868,773,429
2415,773,1868
2171,1939,1732
884,1939,2171
1939,438,1732
438,1939,2445
1939,884,2445
484,556,503
58,556,484
556,416,503
416,556,469
556,883,469
556,1723,883
556,58,1723
1087,547,743
1087,693,547
693,1087,2116
1532,1087,743
1087,1532,2116
2802,2462,2803
2462,1793,2803
1052,2462,2802
1793,2462,1052
1776,1859,1470
1793,1776,1470
1776,1793,1052
1776,1052,1543
461,1776,1543
1859,1776,907
1776,461,907
48,2323,1748
2323,1156,43
1748,2323,43
1156,2323,1231
1231,2323,1207
2323,48,1207
1909,30,1045
30,914,636
30,2334,1045
2334,30,636
976,653,1282
1204,976,1282
653,976,2181
976,1204,2181
1167,0,539
2451,0,1167
0,1092,539
1092,0,1964
0,2451,1964
2360,2690,1483
2689,2360,1483
2690,2360,1620
2360,1923,1620
1923,2360,1765
2360,2689,1765
2121,758,1909
914,758,2061
758,2121,2061
30,1537,914
1537,758,914
1537,30,1909
758,1537,1909
